country,league,match_season,team,game_played,points,won,draw,lost,goals_scored,goals_conceded,goals_difference
Belgium,Belgium Jupiler League,2015/2016,Club Brugge KV,30,64,21,1,8,64,30,34
Belgium,Belgium Jupiler League,2015/2016,KAA Gent,30,60,17,9,4,56,29,27
Belgium,Belgium Jupiler League,2015/2016,RSC Anderlecht,30,55,15,10,5,51,29,22
Belgium,Belgium Jupiler League,2015/2016,KV Oostende,30,49,14,7,9,55,44,11
Belgium,Belgium Jupiler League,2015/2016,KRC Genk,30,48,14,6,10,42,30,12
Belgium,Belgium Jupiler League,2015/2016,SV Zulte-Waregem,30,43,12,7,11,51,50,1
Belgium,Belgium Jupiler League,2015/2016,Standard de Liège,30,41,12,5,13,41,51,-10
Belgium,Belgium Jupiler League,2015/2016,Sporting Charleroi,30,39,10,9,11,36,39,-3
Belgium,Belgium Jupiler League,2015/2016,KV Kortrijk,30,39,10,9,11,31,35,-4
Belgium,Belgium Jupiler League,2015/2016,KV Mechelen,30,37,10,7,13,48,50,-2
Belgium,Belgium Jupiler League,2015/2016,Sporting Lokeren,30,34,8,10,12,35,40,-5
Belgium,Belgium Jupiler League,2015/2016,Waasland-Beveren,30,33,9,6,15,40,57,-17
Belgium,Belgium Jupiler League,2015/2016,Royal Excel Mouscron,30,30,7,9,14,39,51,-12
Belgium,Belgium Jupiler League,2015/2016,Sint-Truidense VV,30,30,8,6,16,28,47,-19
Belgium,Belgium Jupiler League,2015/2016,KVC Westerlo,30,30,7,9,14,35,59,-24
Belgium,Belgium Jupiler League,2015/2016,Oud-Heverlee Leuven,30,29,7,8,15,42,53,-11
Belgium,Belgium Jupiler League,2014/2015,Club Brugge KV,30,61,17,10,3,69,28,41
Belgium,Belgium Jupiler League,2014/2015,KAA Gent,30,57,16,9,5,52,29,23
Belgium,Belgium Jupiler League,2014/2015,RSC Anderlecht,30,57,16,9,5,51,30,21
Belgium,Belgium Jupiler League,2014/2015,Standard de Liège,30,53,16,5,9,49,39,10
Belgium,Belgium Jupiler League,2014/2015,KV Kortrijk,30,51,16,3,11,54,35,19
Belgium,Belgium Jupiler League,2014/2015,Sporting Charleroi,30,49,14,7,9,44,31,13
Belgium,Belgium Jupiler League,2014/2015,KRC Genk,30,49,13,10,7,38,28,10
Belgium,Belgium Jupiler League,2014/2015,Sporting Lokeren,30,42,10,12,8,38,32,6
Belgium,Belgium Jupiler League,2014/2015,KV Mechelen,30,41,10,11,9,37,39,-2
Belgium,Belgium Jupiler League,2014/2015,KV Oostende,30,38,11,5,14,40,52,-12
Belgium,Belgium Jupiler League,2014/2015,KVC Westerlo,30,33,8,9,13,42,63,-21
Belgium,Belgium Jupiler League,2014/2015,SV Zulte-Waregem,30,31,8,7,15,41,54,-13
Belgium,Belgium Jupiler League,2014/2015,Royal Excel Mouscron,30,26,7,5,18,32,51,-19
Belgium,Belgium Jupiler League,2014/2015,Waasland-Beveren,30,26,7,5,18,30,49,-19
Belgium,Belgium Jupiler League,2014/2015,KSV Cercle Brugge,30,24,6,6,18,21,45,-24
Belgium,Belgium Jupiler League,2014/2015,Lierse SK,30,22,5,7,18,30,63,-33
Belgium,Belgium Jupiler League,2013/2014,KV Oostende,6,14,4,2,0,7,1,6
Belgium,Belgium Jupiler League,2013/2014,KAA Gent,6,10,3,1,2,11,6,5
Belgium,Belgium Jupiler League,2013/2014,Lierse SK,6,6,2,0,4,5,12,-7
Belgium,Belgium Jupiler League,2013/2014,Waasland-Beveren,6,4,1,1,4,7,11,-4
Belgium,Belgium Jupiler League,2012/2013,RSC Anderlecht,30,67,20,7,3,69,27,42
Belgium,Belgium Jupiler League,2012/2013,SV Zulte-Waregem,30,63,19,6,5,49,29,20
Belgium,Belgium Jupiler League,2012/2013,KRC Genk,30,55,15,10,5,63,40,23
Belgium,Belgium Jupiler League,2012/2013,Club Brugge KV,30,54,15,9,6,66,43,23
Belgium,Belgium Jupiler League,2012/2013,Sporting Lokeren,30,51,14,9,7,53,38,15
Belgium,Belgium Jupiler League,2012/2013,Standard de Liège,30,50,15,5,10,54,33,21
Belgium,Belgium Jupiler League,2012/2013,RAEC Mons,30,44,13,5,12,48,53,-5
Belgium,Belgium Jupiler League,2012/2013,KV Mechelen,30,41,12,5,13,44,42,2
Belgium,Belgium Jupiler League,2012/2013,KV Kortrijk,30,39,11,6,13,31,30,1
Belgium,Belgium Jupiler League,2012/2013,Oud-Heverlee Leuven,30,36,8,12,10,46,51,-5
Belgium,Belgium Jupiler League,2012/2013,KAA Gent,30,34,8,10,12,33,40,-7
Belgium,Belgium Jupiler League,2012/2013,Sporting Charleroi,30,34,10,4,16,30,49,-19
Belgium,Belgium Jupiler League,2012/2013,Waasland-Beveren,30,30,7,9,14,28,49,-21
Belgium,Belgium Jupiler League,2012/2013,Lierse SK,30,26,5,11,14,28,53,-25
Belgium,Belgium Jupiler League,2012/2013,Beerschot AC,30,23,6,5,19,31,61,-30
Belgium,Belgium Jupiler League,2012/2013,KSV Cercle Brugge,30,14,3,5,22,30,65,-35
Belgium,Belgium Jupiler League,2011/2012,RSC Anderlecht,30,67,20,7,3,61,26,35
Belgium,Belgium Jupiler League,2011/2012,Club Brugge KV,30,61,19,4,7,51,32,19
Belgium,Belgium Jupiler League,2011/2012,KAA Gent,30,56,17,5,8,63,35,28
Belgium,Belgium Jupiler League,2011/2012,Standard de Liège,30,51,14,9,7,43,33,10
Belgium,Belgium Jupiler League,2011/2012,KRC Genk,30,46,13,7,10,60,44,16
Belgium,Belgium Jupiler League,2011/2012,KV Kortrijk,30,46,13,7,10,39,36,3
Belgium,Belgium Jupiler League,2011/2012,KSV Cercle Brugge,30,46,13,7,10,36,37,-1
Belgium,Belgium Jupiler League,2011/2012,Sporting Lokeren,30,44,11,11,8,48,40,8
Belgium,Belgium Jupiler League,2011/2012,KV Mechelen,30,37,10,7,13,40,50,-10
Belgium,Belgium Jupiler League,2011/2012,RAEC Mons,30,36,9,9,12,50,55,-5
Belgium,Belgium Jupiler League,2011/2012,Beerschot AC,30,36,9,9,12,45,51,-6
Belgium,Belgium Jupiler League,2011/2012,Lierse SK,30,31,6,13,11,24,36,-12
Belgium,Belgium Jupiler League,2011/2012,SV Zulte-Waregem,30,30,6,12,12,32,38,-6
Belgium,Belgium Jupiler League,2011/2012,Oud-Heverlee Leuven,30,29,7,8,15,38,58,-20
Belgium,Belgium Jupiler League,2011/2012,KVC Westerlo,30,20,5,5,20,29,59,-30
Belgium,Belgium Jupiler League,2011/2012,Sint-Truidense VV,30,19,3,10,17,32,61,-29
Belgium,Belgium Jupiler League,2010/2011,RSC Anderlecht,30,65,19,8,3,58,20,38
Belgium,Belgium Jupiler League,2010/2011,KRC Genk,30,64,19,7,4,64,27,37
Belgium,Belgium Jupiler League,2010/2011,KAA Gent,30,57,17,6,7,59,42,17
Belgium,Belgium Jupiler League,2010/2011,Club Brugge KV,30,53,16,5,9,60,35,25
Belgium,Belgium Jupiler League,2010/2011,Sporting Lokeren,30,50,13,11,6,43,36,7
Belgium,Belgium Jupiler League,2010/2011,Standard de Liège,30,49,15,4,11,50,38,12
Belgium,Belgium Jupiler League,2010/2011,KV Mechelen,30,48,13,9,8,34,30,4
Belgium,Belgium Jupiler League,2010/2011,KVC Westerlo,30,41,11,8,11,41,40,1
Belgium,Belgium Jupiler League,2010/2011,KSV Cercle Brugge,30,39,11,6,13,33,34,-1
Belgium,Belgium Jupiler League,2010/2011,KV Kortrijk,30,38,11,5,14,36,39,-3
Belgium,Belgium Jupiler League,2010/2011,SV Zulte-Waregem,30,33,7,12,11,39,41,-2
Belgium,Belgium Jupiler League,2010/2011,Sint-Truidense VV,30,29,8,5,17,20,51,-31
Belgium,Belgium Jupiler League,2010/2011,Beerschot AC,30,26,5,11,14,24,40,-16
Belgium,Belgium Jupiler League,2010/2011,Lierse SK,30,24,4,12,14,26,58,-32
Belgium,Belgium Jupiler League,2010/2011,KAS Eupen,30,23,5,8,17,28,50,-22
Belgium,Belgium Jupiler League,2010/2011,Sporting Charleroi,30,19,4,7,19,20,54,-34
Belgium,Belgium Jupiler League,2009/2010,RSC Anderlecht,28,69,22,3,3,62,20,42
Belgium,Belgium Jupiler League,2009/2010,Club Brugge KV,28,57,17,6,5,52,33,19
Belgium,Belgium Jupiler League,2009/2010,KAA Gent,28,49,14,7,7,49,30,19
Belgium,Belgium Jupiler League,2009/2010,KV Kortrijk,28,45,12,9,7,39,30,9
Belgium,Belgium Jupiler League,2009/2010,Sint-Truidense VV,28,42,12,6,10,35,35,0
Belgium,Belgium Jupiler League,2009/2010,SV Zulte-Waregem,28,41,10,11,7,39,32,7
Belgium,Belgium Jupiler League,2009/2010,Standard de Liège,28,39,10,9,9,38,34,4
Belgium,Belgium Jupiler League,2009/2010,KV Mechelen,28,39,12,3,13,36,46,-10
Belgium,Belgium Jupiler League,2009/2010,KSV Cercle Brugge,28,38,11,5,12,45,40,5
Belgium,Belgium Jupiler League,2009/2010,Beerschot AC,28,35,9,8,11,30,43,-13
Belgium,Belgium Jupiler League,2009/2010,KRC Genk,28,34,8,10,10,33,31,2
Belgium,Belgium Jupiler League,2009/2010,KVC Westerlo,28,32,8,8,12,28,34,-6
Belgium,Belgium Jupiler League,2009/2010,Sporting Charleroi,28,23,5,8,15,28,45,-17
Belgium,Belgium Jupiler League,2009/2010,KSV Roeselare,28,18,4,6,18,29,58,-29
Belgium,Belgium Jupiler League,2009/2010,Sporting Lokeren,28,18,5,3,20,22,54,-32
Belgium,Belgium Jupiler League,2008/2009,RSC Anderlecht,34,77,24,5,5,75,30,45
Belgium,Belgium Jupiler League,2008/2009,Standard de Liège,34,77,24,5,5,66,26,40
Belgium,Belgium Jupiler League,2008/2009,KAA Gent,34,59,17,8,9,67,42,25
Belgium,Belgium Jupiler League,2008/2009,Club Brugge KV,34,59,18,5,11,59,50,9
Belgium,Belgium Jupiler League,2008/2009,SV Zulte-Waregem,34,55,16,7,11,55,36,19
Belgium,Belgium Jupiler League,2008/2009,KVC Westerlo,34,52,15,7,12,42,38,4
Belgium,Belgium Jupiler League,2008/2009,Sporting Lokeren,34,51,13,12,9,40,32,8
Belgium,Belgium Jupiler League,2008/2009,KRC Genk,34,50,15,5,14,48,51,-3
Belgium,Belgium Jupiler League,2008/2009,KSV Cercle Brugge,34,47,14,5,15,48,53,-5
Belgium,Belgium Jupiler League,2008/2009,KV Mechelen,34,46,12,10,12,46,52,-6
Belgium,Belgium Jupiler League,2008/2009,Royal Excel Mouscron,34,44,12,8,14,42,49,-7
Belgium,Belgium Jupiler League,2008/2009,Sporting Charleroi,34,43,12,7,15,43,48,-5
Belgium,Belgium Jupiler League,2008/2009,Beerschot AC,34,42,11,9,14,44,42,2
Belgium,Belgium Jupiler League,2008/2009,KV Kortrijk,34,38,9,11,14,37,55,-18
Belgium,Belgium Jupiler League,2008/2009,FCV Dender EH,34,35,9,8,17,44,58,-14
Belgium,Belgium Jupiler League,2008/2009,KSV Roeselare,34,30,8,6,20,33,59,-26
Belgium,Belgium Jupiler League,2008/2009,Tubize,34,27,7,6,21,35,77,-42
Belgium,Belgium Jupiler League,2008/2009,RAEC Mons,34,19,3,10,21,31,57,-26
England,England Premier League,2015/2016,Leicester City,38,81,23,12,3,68,36,32
England,England Premier League,2015/2016,Arsenal,38,71,20,11,7,65,36,29
England,England Premier League,2015/2016,Tottenham Hotspur,38,70,19,13,6,69,35,34
England,England Premier League,2015/2016,Manchester City,38,66,19,9,10,71,41,30
England,England Premier League,2015/2016,Manchester United,38,66,19,9,10,49,35,14
England,England Premier League,2015/2016,Southampton,38,63,18,9,11,59,41,18
England,England Premier League,2015/2016,West Ham United,38,62,16,14,8,65,51,14
England,England Premier League,2015/2016,Liverpool,38,60,16,12,10,63,50,13
England,England Premier League,2015/2016,Stoke City,38,51,14,9,15,41,55,-14
England,England Premier League,2015/2016,Chelsea,38,50,12,14,12,59,53,6
England,England Premier League,2015/2016,Everton,38,47,11,14,13,59,55,4
England,England Premier League,2015/2016,Swansea City,38,47,12,11,15,42,52,-10
England,England Premier League,2015/2016,Watford,38,45,12,9,17,40,50,-10
England,England Premier League,2015/2016,West Bromwich Albion,38,43,10,13,15,34,48,-14
England,England Premier League,2015/2016,Crystal Palace,38,42,11,9,18,39,51,-12
England,England Premier League,2015/2016,Bournemouth,38,42,11,9,18,45,67,-22
England,England Premier League,2015/2016,Sunderland,38,39,9,12,17,48,62,-14
England,England Premier League,2015/2016,Newcastle United,38,37,9,10,19,44,65,-21
England,England Premier League,2015/2016,Norwich City,38,34,9,7,22,39,67,-28
England,England Premier League,2015/2016,Aston Villa,38,17,3,8,27,27,76,-49
England,England Premier League,2014/2015,Chelsea,38,87,26,9,3,73,32,41
England,England Premier League,2014/2015,Manchester City,38,79,24,7,7,83,38,45
England,England Premier League,2014/2015,Arsenal,38,75,22,9,7,71,36,35
England,England Premier League,2014/2015,Manchester United,38,70,20,10,8,62,37,25
England,England Premier League,2014/2015,Tottenham Hotspur,38,64,19,7,12,58,53,5
England,England Premier League,2014/2015,Liverpool,38,62,18,8,12,52,48,4
England,England Premier League,2014/2015,Southampton,38,60,18,6,14,54,33,21
England,England Premier League,2014/2015,Swansea City,38,56,16,8,14,46,49,-3
England,England Premier League,2014/2015,Stoke City,38,54,15,9,14,48,45,3
England,England Premier League,2014/2015,Crystal Palace,38,48,13,9,16,47,51,-4
England,England Premier League,2014/2015,Everton,38,47,12,11,15,48,50,-2
England,England Premier League,2014/2015,West Ham United,38,47,12,11,15,44,47,-3
England,England Premier League,2014/2015,West Bromwich Albion,38,44,11,11,16,38,51,-13
England,England Premier League,2014/2015,Leicester City,38,41,11,8,19,46,55,-9
England,England Premier League,2014/2015,Newcastle United,38,39,10,9,19,40,63,-23
England,England Premier League,2014/2015,Sunderland,38,38,7,17,14,31,53,-22
England,England Premier League,2014/2015,Aston Villa,38,38,10,8,20,31,57,-26
England,England Premier League,2014/2015,Hull City,38,35,8,11,19,33,51,-18
England,England Premier League,2014/2015,Burnley,38,33,7,12,19,28,53,-25
England,England Premier League,2014/2015,Queens Park Rangers,38,30,8,6,24,42,73,-31
England,England Premier League,2013/2014,Manchester City,38,86,27,5,6,102,37,65
England,England Premier League,2013/2014,Liverpool,38,84,26,6,6,101,50,51
England,England Premier League,2013/2014,Chelsea,38,82,25,7,6,71,27,44
England,England Premier League,2013/2014,Arsenal,38,79,24,7,7,68,41,27
England,England Premier League,2013/2014,Everton,38,72,21,9,8,61,39,22
England,England Premier League,2013/2014,Tottenham Hotspur,38,69,21,6,11,55,51,4
England,England Premier League,2013/2014,Manchester United,38,64,19,7,12,64,43,21
England,England Premier League,2013/2014,Southampton,38,56,15,11,12,54,46,8
England,England Premier League,2013/2014,Stoke City,38,50,13,11,14,45,52,-7
England,England Premier League,2013/2014,Newcastle United,38,49,15,4,19,43,59,-16
England,England Premier League,2013/2014,Crystal Palace,38,45,13,6,19,33,48,-15
England,England Premier League,2013/2014,Swansea City,38,42,11,9,18,54,54,0
England,England Premier League,2013/2014,West Ham United,38,40,11,7,20,40,51,-11
England,England Premier League,2013/2014,Sunderland,38,38,10,8,20,41,60,-19
England,England Premier League,2013/2014,Aston Villa,38,38,10,8,20,39,61,-22
England,England Premier League,2013/2014,Hull City,38,37,10,7,21,38,53,-15
England,England Premier League,2013/2014,West Bromwich Albion,38,36,7,15,16,43,59,-16
England,England Premier League,2013/2014,Norwich City,38,33,8,9,21,28,62,-34
England,England Premier League,2013/2014,Fulham,38,32,9,5,24,40,85,-45
England,England Premier League,2013/2014,Cardiff City,38,30,7,9,22,32,74,-42
England,England Premier League,2012/2013,Manchester United,38,89,28,5,5,86,43,43
England,England Premier League,2012/2013,Manchester City,38,78,23,9,6,66,34,32
England,England Premier League,2012/2013,Chelsea,38,75,22,9,7,75,39,36
England,England Premier League,2012/2013,Arsenal,38,73,21,10,7,72,37,35
England,England Premier League,2012/2013,Tottenham Hotspur,38,72,21,9,8,66,46,20
England,England Premier League,2012/2013,Everton,38,63,16,15,7,55,40,15
England,England Premier League,2012/2013,Liverpool,38,61,16,13,9,71,43,28
England,England Premier League,2012/2013,West Bromwich Albion,38,49,14,7,17,53,57,-4
England,England Premier League,2012/2013,Swansea City,38,46,11,13,14,47,51,-4
England,England Premier League,2012/2013,West Ham United,38,46,12,10,16,45,53,-8
England,England Premier League,2012/2013,Norwich City,38,44,10,14,14,41,58,-17
England,England Premier League,2012/2013,Fulham,38,43,11,10,17,50,60,-10
England,England Premier League,2012/2013,Stoke City,38,42,9,15,14,34,45,-11
England,England Premier League,2012/2013,Southampton,38,41,9,14,15,49,60,-11
England,England Premier League,2012/2013,Aston Villa,38,41,10,11,17,47,69,-22
England,England Premier League,2012/2013,Newcastle United,38,41,11,8,19,45,68,-23
England,England Premier League,2012/2013,Sunderland,38,39,9,12,17,41,54,-13
England,England Premier League,2012/2013,Wigan Athletic,38,36,9,9,20,47,73,-26
England,England Premier League,2012/2013,Reading,38,28,6,10,22,43,73,-30
England,England Premier League,2012/2013,Queens Park Rangers,38,25,4,13,21,30,60,-30
England,England Premier League,2011/2012,Manchester City,38,89,28,5,5,93,29,64
England,England Premier League,2011/2012,Manchester United,38,89,28,5,5,89,33,56
England,England Premier League,2011/2012,Arsenal,38,70,21,7,10,74,49,25
England,England Premier League,2011/2012,Tottenham Hotspur,38,69,20,9,9,66,41,25
England,England Premier League,2011/2012,Newcastle United,38,65,19,8,11,56,51,5
England,England Premier League,2011/2012,Chelsea,38,64,18,10,10,65,46,19
England,England Premier League,2011/2012,Everton,38,56,15,11,12,50,40,10
England,England Premier League,2011/2012,Liverpool,38,52,14,10,14,47,40,7
England,England Premier League,2011/2012,Fulham,38,52,14,10,14,48,51,-3
England,England Premier League,2011/2012,Swansea City,38,47,12,11,15,44,51,-7
England,England Premier League,2011/2012,West Bromwich Albion,38,47,13,8,17,45,52,-7
England,England Premier League,2011/2012,Norwich City,38,47,12,11,15,52,66,-14
England,England Premier League,2011/2012,Sunderland,38,45,11,12,15,45,46,-1
England,England Premier League,2011/2012,Stoke City,38,45,11,12,15,36,53,-17
England,England Premier League,2011/2012,Wigan Athletic,38,43,11,10,17,42,62,-20
England,England Premier League,2011/2012,Aston Villa,38,38,7,17,14,37,53,-16
England,England Premier League,2011/2012,Queens Park Rangers,38,37,10,7,21,43,66,-23
England,England Premier League,2011/2012,Bolton Wanderers,38,36,10,6,22,46,77,-31
England,England Premier League,2011/2012,Blackburn Rovers,38,31,8,7,23,48,78,-30
England,England Premier League,2011/2012,Wolverhampton Wanderers,38,25,5,10,23,40,82,-42
England,England Premier League,2010/2011,Manchester United,38,80,23,11,4,78,37,41
England,England Premier League,2010/2011,Chelsea,38,71,21,8,9,69,33,36
England,England Premier League,2010/2011,Manchester City,38,71,21,8,9,60,33,27
England,England Premier League,2010/2011,Arsenal,38,68,19,11,8,72,43,29
England,England Premier League,2010/2011,Tottenham Hotspur,38,62,16,14,8,55,46,9
England,England Premier League,2010/2011,Liverpool,38,58,17,7,14,59,44,15
England,England Premier League,2010/2011,Everton,38,54,13,15,10,51,45,6
England,England Premier League,2010/2011,Fulham,38,49,11,16,11,49,43,6
England,England Premier League,2010/2011,Aston Villa,38,48,12,12,14,48,59,-11
England,England Premier League,2010/2011,Sunderland,38,47,12,11,15,45,56,-11
England,England Premier League,2010/2011,West Bromwich Albion,38,47,12,11,15,56,71,-15
England,England Premier League,2010/2011,Newcastle United,38,46,11,13,14,56,57,-1
England,England Premier League,2010/2011,Stoke City,38,46,13,7,18,46,48,-2
England,England Premier League,2010/2011,Bolton Wanderers,38,46,12,10,16,52,56,-4
England,England Premier League,2010/2011,Blackburn Rovers,38,43,11,10,17,46,59,-13
England,England Premier League,2010/2011,Wigan Athletic,38,42,9,15,14,40,61,-21
England,England Premier League,2010/2011,Wolverhampton Wanderers,38,40,11,7,20,46,66,-20
England,England Premier League,2010/2011,Birmingham City,38,39,8,15,15,37,58,-21
England,England Premier League,2010/2011,Blackpool,38,39,10,9,19,55,78,-23
England,England Premier League,2010/2011,West Ham United,38,33,7,12,19,43,70,-27
England,England Premier League,2009/2010,Chelsea,38,86,27,5,6,103,32,71
England,England Premier League,2009/2010,Manchester United,38,85,27,4,7,86,28,58
England,England Premier League,2009/2010,Arsenal,38,75,23,6,9,83,41,42
England,England Premier League,2009/2010,Tottenham Hotspur,38,70,21,7,10,67,41,26
England,England Premier League,2009/2010,Manchester City,38,67,18,13,7,73,45,28
England,England Premier League,2009/2010,Aston Villa,38,64,17,13,8,52,39,13
England,England Premier League,2009/2010,Liverpool,38,63,18,9,11,61,35,26
England,England Premier League,2009/2010,Everton,38,61,16,13,9,60,49,11
England,England Premier League,2009/2010,Birmingham City,38,50,13,11,14,38,47,-9
England,England Premier League,2009/2010,Blackburn Rovers,38,50,13,11,14,41,55,-14
England,England Premier League,2009/2010,Stoke City,38,47,11,14,13,34,48,-14
England,England Premier League,2009/2010,Fulham,38,46,12,10,16,39,46,-7
England,England Premier League,2009/2010,Sunderland,38,44,11,11,16,48,56,-8
England,England Premier League,2009/2010,Bolton Wanderers,38,39,10,9,19,42,67,-25
England,England Premier League,2009/2010,Wolverhampton Wanderers,38,38,9,11,18,32,56,-24
England,England Premier League,2009/2010,Wigan Athletic,38,36,9,9,20,37,79,-42
England,England Premier League,2009/2010,West Ham United,38,35,8,11,19,47,66,-19
England,England Premier League,2009/2010,Burnley,38,30,8,6,24,42,82,-40
England,England Premier League,2009/2010,Hull City,38,30,6,12,20,34,75,-41
England,England Premier League,2009/2010,Portsmouth,38,28,7,7,24,34,66,-32
England,England Premier League,2008/2009,Manchester United,38,90,28,6,4,68,24,44
England,England Premier League,2008/2009,Liverpool,38,86,25,11,2,77,27,50
England,England Premier League,2008/2009,Chelsea,38,83,25,8,5,68,24,44
England,England Premier League,2008/2009,Arsenal,38,72,20,12,6,68,37,31
England,England Premier League,2008/2009,Everton,38,63,17,12,9,55,37,18
England,England Premier League,2008/2009,Aston Villa,38,62,17,11,10,54,48,6
England,England Premier League,2008/2009,Fulham,38,53,14,11,13,39,34,5
England,England Premier League,2008/2009,Tottenham Hotspur,38,51,14,9,15,45,45,0
England,England Premier League,2008/2009,West Ham United,38,51,14,9,15,42,45,-3
England,England Premier League,2008/2009,Manchester City,38,50,15,5,18,58,50,8
England,England Premier League,2008/2009,Wigan Athletic,38,45,12,9,17,34,45,-11
England,England Premier League,2008/2009,Stoke City,38,45,12,9,17,38,55,-17
England,England Premier League,2008/2009,Bolton Wanderers,38,41,11,8,19,41,53,-12
England,England Premier League,2008/2009,Portsmouth,38,41,10,11,17,38,57,-19
England,England Premier League,2008/2009,Blackburn Rovers,38,41,10,11,17,40,60,-20
England,England Premier League,2008/2009,Sunderland,38,36,9,9,20,34,54,-20
England,England Premier League,2008/2009,Hull City,38,35,8,11,19,39,64,-25
England,England Premier League,2008/2009,Newcastle United,38,34,7,13,18,40,59,-19
England,England Premier League,2008/2009,Middlesbrough,38,32,7,11,20,28,57,-29
England,England Premier League,2008/2009,West Bromwich Albion,38,32,8,8,22,36,67,-31
France,France Ligue 1,2015/2016,Paris Saint-Germain,38,96,30,6,2,102,19,83
France,France Ligue 1,2015/2016,Olympique Lyonnais,38,65,19,8,11,67,43,24
France,France Ligue 1,2015/2016,AS Monaco,38,65,17,14,7,57,50,7
France,France Ligue 1,2015/2016,OGC Nice,38,63,18,9,11,58,41,17
France,France Ligue 1,2015/2016,LOSC Lille,38,60,15,15,8,39,27,12
France,France Ligue 1,2015/2016,AS Saint-Étienne,38,58,17,7,14,42,37,5
France,France Ligue 1,2015/2016,SM Caen,38,54,16,6,16,39,52,-13
France,France Ligue 1,2015/2016,Stade Rennais FC,38,52,13,13,12,52,54,-2
France,France Ligue 1,2015/2016,Angers SCO,38,50,13,11,14,40,38,2
France,France Ligue 1,2015/2016,SC Bastia,38,50,14,8,16,36,42,-6
France,France Ligue 1,2015/2016,Girondins de Bordeaux,38,50,12,14,12,50,57,-7
France,France Ligue 1,2015/2016,Montpellier Hérault SC,38,49,14,7,17,49,47,2
France,France Ligue 1,2015/2016,Olympique de Marseille,38,48,10,18,10,48,42,6
France,France Ligue 1,2015/2016,FC Nantes,38,48,12,12,14,33,44,-11
France,France Ligue 1,2015/2016,FC Lorient,38,46,11,13,14,47,58,-11
France,France Ligue 1,2015/2016,En Avant de Guingamp,38,44,11,11,16,47,56,-9
France,France Ligue 1,2015/2016,Toulouse FC,38,40,9,13,16,45,55,-10
France,France Ligue 1,2015/2016,Stade de Reims,38,39,10,9,19,44,57,-13
France,France Ligue 1,2015/2016,GFC Ajaccio,38,37,8,13,17,37,58,-21
France,France Ligue 1,2015/2016,ES Troyes AC,38,18,3,9,26,28,83,-55
France,France Ligue 1,2014/2015,Paris Saint-Germain,38,83,24,11,3,83,36,47
France,France Ligue 1,2014/2015,Olympique Lyonnais,38,75,22,9,7,72,33,39
France,France Ligue 1,2014/2015,AS Monaco,38,71,20,11,7,51,26,25
France,France Ligue 1,2014/2015,Olympique de Marseille,38,69,21,6,11,76,42,34
France,France Ligue 1,2014/2015,AS Saint-Étienne,38,69,19,12,7,51,30,21
France,France Ligue 1,2014/2015,Girondins de Bordeaux,38,63,17,12,9,47,44,3
France,France Ligue 1,2014/2015,Montpellier Hérault SC,38,56,16,8,14,46,39,7
France,France Ligue 1,2014/2015,LOSC Lille,38,56,16,8,14,43,42,1
France,France Ligue 1,2014/2015,Stade Rennais FC,38,50,13,11,14,35,42,-7
France,France Ligue 1,2014/2015,En Avant de Guingamp,38,49,15,4,19,41,55,-14
France,France Ligue 1,2014/2015,OGC Nice,38,48,13,9,16,44,53,-9
France,France Ligue 1,2014/2015,SC Bastia,38,47,12,11,15,37,46,-9
France,France Ligue 1,2014/2015,SM Caen,38,46,12,10,16,54,55,-1
France,France Ligue 1,2014/2015,FC Nantes,38,45,11,12,15,29,40,-11
France,France Ligue 1,2014/2015,Stade de Reims,38,44,12,8,18,47,66,-19
France,France Ligue 1,2014/2015,FC Lorient,38,43,12,7,19,44,50,-6
France,France Ligue 1,2014/2015,Toulouse FC,38,42,12,6,20,43,64,-21
France,France Ligue 1,2014/2015,Évian Thonon Gaillard FC,38,37,11,4,23,41,62,-21
France,France Ligue 1,2014/2015,FC Metz,38,30,7,9,22,31,61,-30
France,France Ligue 1,2014/2015,RC Lens,38,29,7,8,23,32,61,-29
France,France Ligue 1,2013/2014,Paris Saint-Germain,38,89,27,8,3,84,23,61
France,France Ligue 1,2013/2014,AS Monaco,38,80,23,11,4,63,31,32
France,France Ligue 1,2013/2014,LOSC Lille,38,71,20,11,7,46,26,20
France,France Ligue 1,2013/2014,AS Saint-Étienne,38,69,20,9,9,56,34,22
France,France Ligue 1,2013/2014,Olympique Lyonnais,38,61,17,10,11,56,44,12
France,France Ligue 1,2013/2014,Olympique de Marseille,38,60,16,12,10,53,40,13
France,France Ligue 1,2013/2014,Girondins de Bordeaux,38,53,13,14,11,49,43,6
France,France Ligue 1,2013/2014,FC Nantes,38,49,13,10,15,40,43,-3
France,France Ligue 1,2013/2014,FC Lorient,38,49,13,10,15,48,53,-5
France,France Ligue 1,2013/2014,Toulouse FC,38,49,12,13,13,46,53,-7
France,France Ligue 1,2013/2014,Stade de Reims,38,48,12,12,14,44,52,-8
France,France Ligue 1,2013/2014,Stade Rennais FC,38,46,11,13,14,47,45,2
France,France Ligue 1,2013/2014,SC Bastia,38,46,12,10,16,42,58,-16
France,France Ligue 1,2013/2014,Évian Thonon Gaillard FC,38,44,11,11,16,39,51,-12
France,France Ligue 1,2013/2014,En Avant de Guingamp,38,42,11,9,18,34,42,-8
France,France Ligue 1,2013/2014,Montpellier Hérault SC,38,42,8,18,12,45,53,-8
France,France Ligue 1,2013/2014,OGC Nice,38,42,12,6,20,30,44,-14
